task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10
0,Demo-only,0,0,0.5315857546613761,0.06420938186148706,0.03954490456258195,0.027429318496649657,0.031332819596863806,0.03173601722576527,0.025473910005419414,0.02088149863142622,0.021629726447045253,0.023959525757375044,0.020453998105590728
