task,agent,run,test_state,0,1,2,3,4,5
0,Corr-only,0,0,0.5315857546613761,0.2733782819211265,0.2729141135344903,0.23892241893856192,0.21259454499114872,0.1892641724420341
0,Corr-only,1,0,0.47505942826269026,0.32630135244459263,0.21136159016039235,0.21613504061245814,0.21812555905283518,0.23081439401092735
0,Corr-only,2,0,0.4505041721512637,0.20983467600065117,0.20073883218292266,0.1585414244292419,0.16198912268922394,0.1303514840029155
0,Corr-only,3,0,0.4318509507602554,0.3090945785947957,0.2662880247753753,0.24993291145545699,0.21619081709377294,0.19706886340930652
0,Corr-only,4,0,0.34475007965057736,0.34557019630610075,0.23695205141603295,0.19739186897148261,0.2082535610358307,0.1774875026184772
0,Corr-only,5,0,0.4344130208779646,0.32019659309019605,0.29099954571933767,0.2746272278757409,0.27012342240592946,0.27322828054001774
0,Corr-only,6,0,0.6283554047062246,0.2961529418939261,0.30613346144671244,0.27335275129111947,0.25925489015563224,0.228217839587807
0,Corr-only,7,0,0.5472481715500765,0.31494744999591046,0.35134748327930665,0.32667478754323304,0.25518957296101913,0.17955753380632258
0,Corr-only,8,0,0.5760739602555317,0.3340346572467199,0.29554790605659237,0.26779507976143446,0.2284798414431438,0.23253200144763247
0,Corr-only,9,0,0.7410459557882201,0.19712845637506,0.24572079527609827,0.22112261571173128,0.13673774154595153,0.153242712284235
