task,agent,run,test_state,0,1,2,3,4,5
0,Corr-only,0,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,1,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,2,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,3,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,4,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,5,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,6,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,7,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,8,0,-1.0,2.0,2.0,2.0,2.0,2.0
0,Corr-only,9,0,-1.0,2.0,2.0,2.0,2.0,2.0
