task,agent,run,test_state,0,1,2,3,4,5
0,Pref-only,0,0,0.49451329040244074,0.6852848284840498,0.6781555010492265,0.6715657284239857,0.6431689268761455,0.6176753728689852
0,Pref-only,1,0,0.5038387573641532,0.7048682694742617,0.8462126147518274,0.8017586652655297,0.7577911142051246,0.7734238819381255
0,Pref-only,2,0,0.5062742031287936,0.6651362601812384,0.7094342846980501,0.6898416609321167,0.7664275373409849,0.7643770749899322
0,Pref-only,3,0,0.5115520907395478,0.5768852098882994,0.6154615878071014,0.6314049824103368,0.6944075537396657,0.6931826974969594
0,Pref-only,4,0,0.5130624589885576,0.5282942009233447,0.5438876727340731,0.6424642530160799,0.7255421633243364,0.8023958894394838
0,Pref-only,5,0,0.5080136993208938,0.5866464819648998,0.5640233226318371,0.7152934677884725,0.7372561713958311,0.7666530105257057
0,Pref-only,6,0,0.47905804287708487,0.6206688220949931,0.5749712951341981,0.5630455286187694,0.7500244354863693,0.7949975934790758
0,Pref-only,7,0,0.49232835773686373,0.7563406885813606,0.777726886190145,0.7624497993578363,0.804620382716566,0.8842779274937732
0,Pref-only,8,0,0.4907584550199905,0.6791009658607058,0.7671855281465052,0.7003625839806937,0.8315269012826378,0.7883281654061751
0,Pref-only,9,0,0.4672608290078728,0.717454809722922,0.7765140071666938,0.7710212558631333,0.8120051874043314,0.8695144319579056
