task,agent,run,test_state,0,1,2,3,4,5
0,Corr-only,0,0,0.49451329040244074,0.826656765787785,0.8272084820891901,0.865640916620676,0.8925664988922536,0.9141888510577751
0,Corr-only,1,0,0.5038387573641532,0.7595041069722628,0.8937629961825206,0.8890979561231913,0.887126732390277,0.8742083227172135
0,Corr-only,2,0,0.5062742031287936,0.8952365183268605,0.9038252257848577,0.9392524823071857,0.9366395438831981,0.9586577576644109
0,Corr-only,3,0,0.5115520907395478,0.7822167798883212,0.8350070410594549,0.8536278866878523,0.8890429316484108,0.9071975954745937
0,Corr-only,4,0,0.5130624589885576,0.7331729172616319,0.867744941797788,0.9069029441059177,0.8967529330005471,0.924265490739551
0,Corr-only,5,0,0.5080136993208938,0.767652544070565,0.8052113900149565,0.8251690468236086,0.8305104774067185,0.82683519735078
0,Corr-only,6,0,0.47905804287708487,0.7987598027024922,0.7860441231888887,0.826687200887284,0.8431258047254955,0.8769009260954661
0,Corr-only,7,0,0.49232835773686373,0.7745803272352204,0.7251072790685181,0.7590025843694789,0.8477424856028402,0.9225359619776512
0,Corr-only,8,0,0.4907584550199905,0.7490452848423902,0.7995213989932551,0.8332459631580558,0.8766303647781107,0.8724134839218176
0,Corr-only,9,0,0.4672608290078728,0.9071431621666184,0.8582742781896503,0.8841301827339563,0.9545715591524089,0.9431677149250166
