task,agent,run,test_state,0,1,2,3,4,5
0,Demo-only,0,0,0.5315857546613761,0.06420938186148706,0.03954490456258195,0.027429318496649657,0.031332819596863806,0.03173601722576527
0,Demo-only,1,0,0.47505942826269026,0.034683281899433004,0.030048163509128208,0.03127200739031954,0.02650757024988768,0.018794109257252924
0,Demo-only,2,0,0.4505041721512637,0.03400457842006335,0.03320750769193762,0.027082529334108707,0.02366936923562231,0.021951050078123296
0,Demo-only,3,0,0.4318509507602554,0.023059014924014753,0.018184282697455728,0.019795092717587927,0.02624430540284148,0.021825006537461316
0,Demo-only,4,0,0.34475007965057736,0.03209243969094881,0.01928928072013127,0.015555374917388226,0.01755980908708131,0.01658518006904019
0,Demo-only,5,0,0.4344130208779646,0.058143540946003575,0.03590169623020809,0.017958750859376038,0.013896912798498863,0.01719289758325834
0,Demo-only,6,0,0.6283554047062246,0.04349428411598782,0.024018527941566285,0.01658840980039907,0.010490412320158671,0.019585162840968916
0,Demo-only,7,0,0.5472481715500765,0.053660816596606806,0.04143536486517585,0.030346290276346534,0.021578749250031025,0.02151632684653393
0,Demo-only,8,0,0.5760739602555317,0.029973688873930822,0.028272068769009066,0.024598829350527426,0.014799824303331597,0.019664715486331193
0,Demo-only,9,0,0.7410459557882201,0.043889050879990836,0.02449714787425528,0.021824194477483724,0.014639026842107963,0.012378555260234918
