task,agent,run,test_state,0,1,2,3,4,5
0,INQUIRE,0,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,1,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,2,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,3,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,4,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,5,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,6,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,7,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,8,0,-1.0,1.0,1.0,1.0,1.0,1.0
0,INQUIRE,9,0,-1.0,1.0,1.0,1.0,1.0,1.0
