task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,Pref-only,0,0,0.5327124707828054,0.5845366940905048,0.5893698911799446,0.5895564362589741,0.6749799951235185,0.8272453033917673,0.8086273526530209,0.8728163913986057,0.8594026040334535,0.8396765004451453,0.8094331784767101,0.7875812664645132,0.8047466749367307,0.8470556687957114,0.8546244353869044,0.8543963257273436,0.8486488007909093,0.8612415093513369,0.8439424230518097,0.8421507637041338,0.8630416583553001,0.8488869228034576,0.8505933046417783,0.8684477188262341,0.8575115997585011,0.8524486160529171,0.8503065258456478,0.8421030183208937,0.8441766200748541,0.8375472153215008,0.8369678561423431,0.8477342418064747,0.8402524381649352,0.8332128220592756,0.8334563212598124,0.8461516040501788,0.8478397971258164,0.8480474553895002,0.846198131857949,0.8585842931623481,0.8533266313638449,0.8493972720473671,0.84266104888258,0.8418624769650732,0.8407442681945315,0.8500081363300472,0.8501536664757258,0.8470994553500542,0.8392521721862017,0.8306566745025405,0.8237429049321998,0.8184681495433932,0.8315330986829401,0.8290587722473077,0.8401463738262293,0.8585052376380883,0.8532357247455994,0.8502596212685084,0.8450609020886058,0.853940141795375,0.8563217361034405,0.8501556306883348,0.8562954332714942,0.8581361134956517,0.8574112544530469,0.855199683898741,0.8537998668102486,0.8524721898557163,0.8481315300787937,0.8510666893453875,0.8492243612569731,0.845499283015858,0.84546753609719,0.8519188876927143,0.8554889661083821,0.855583932507633,0.8595516749675595,0.8589395499209765,0.8590218933064572,0.855010357305067,0.8582489892124409,0.8654432678926282,0.8643923886070436,0.8630168857965418,0.8625869582483533,0.8587714076326155,0.8559102041952321,0.8546237078365072,0.8535558523385957,0.85190903931749,0.8524080364338124,0.8581292018897172,0.8630422762489466,0.8594629170223432,0.8614858523885688,0.8574410860566316,0.859533404423258,0.8647697766426071,0.8622090222383529,0.8656213487879916,0.8654774383121684
