task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10
0,Binary-only,0,0,0.5327124707828054,0.5628019766274248,0.6020833294911698,0.5979638109570877,0.6189036530596724,0.6172610817607485,0.604856442972971,0.6023805661432431,0.5980261401665874,0.635601402209116,0.6354558106601912
