task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10
0,Binary-only,0,0,0.2988717514861203,0.4598985627026033,0.43455155190246597,0.4372282334653563,0.4235713208531405,0.42464745550152655,0.4327470696211662,0.4343582406535017,0.43718776834604056,0.4125785895498622,0.4126748812926946
