task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10
0,Demo-only,0,0,0.2988717514861203,0.1687069493593095,0.17145685506660202,0.17298345389021216,0.1708705743663755,0.1700245331770554,0.17143814968071883,0.17243743210625717,0.17300127995101264,0.1723999417673791,0.17288765299755385
