task,agent,run,test_state,0,1,2,3,4,5,6,7,8,9,10
0,Demo-only,0,0,0.5327124707828054,0.93140137994992,0.929201607262441,0.9279665734484027,0.9296732929531165,0.9303513953722873,0.9292166797145763,0.9284094432735006,0.9279520940792764,0.9284398048768625,0.9280443674634548
